pais,marca,modelo,firmware,mac_cm,cm_ip,cliente,virtual,velocidad,capa,seguridad,srvstat,srvrealstat
GT,Motorola Corporation,SBV5121,SBV5121-17.7.3-SCM-10-SHPC,001adede1e94,10.159.69.156,471797,1140237,8M,Layer3,WPA,1,1
GT,No Marca,No Modelo,SBV5121-17.7.3-SCM-10-SHPC,001adede339a,10.152.89.73,476012,1160282,8M,Layer3,WEP,1,1
GT,Motorola Corporation,SBV5121,SBV5121-17.7.3-SCM-10-SHPC,001adede38f8,10.162.120.112,459695,1130057,5M,Layer3,WPA,1,1
GT,Motorola Corporation,SBV5121,SBV5121-17.7.3-SCM-10-SHPC,001adeed48b2,10.159.72.111,475352,1140315,5M,Layer3,WPA,1,1
GT,Motorola Corporation,SBV5121,SBV5121-17.7.3-SCM-10-SHPC,001adeef0110,10.162.108.64,222328,1130101,3M,Layer3,WEP,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,001adeef0194,10.135.73.93,225824,225824,10M,Layer3,,1,1
GT,Motorola Corporation,SBV5121,SBV5121-17.7.3-SCM-10-SHPC,001adeef520a,10.161.110.202,265283,265283,10M,Layer3,,1,1
GT,Motorola Corporation,SBV5121,SBV5121-17.7.3-SCM-10-SHPC,001adeef5210,10.138.120.142,495062,1180068,7M,Layer3,WPA,1,1
GT,Motorola Corporation,SBV5121,SBV5121-17.7.3-SCM-10-SHPC,001adeef5366,10.159.71.139,266836,1141573,OnlyVoice,Layer3,,1,1
GT,Motorola Corporation,SBV5121,SBV5121-17.7.3-SCM-10-SHPC,001adef0241c,10.129.65.10,254555,1110253,OnlyVoice,Layer3,WEP,1,1
GT,Kaonmedia,CG2200-ED52J,1.1.3,001adef0246a,10.147.84.39,215287,215287,1M,Layer3,,0,0
GT,Motorola Corporation,SBV5121,SBV5121-17.7.3-SCM-10-SHPC,001adef02bc6,10.159.73.146,461066,1140131,5M,Layer3,,1,1
GT,Motorola Corporation,SBV5121,SBV5121-17.7.3-SCM-10-SHPC,001adef032fe,10.141.73.56,729225,729225,2M,Layer3,,1,1
GT,Motorola Corporation,SBV5121,SBV5121-17.7.3-SCM-10-SHPC,001adef07312,10.147.125.235,223337,223337,5M,Layer3,,1,1
GT,No Marca,No Modelo,SBV5121-17.7.3-SCM-10-SHPC,001adef07354,10.132.84.88,473741,1130113,5M,Layer3,,1,1
GT,Motorola Corporation,SBV5121,SBV5121-17.7.3-SCM-10-SHPC,001c11fec1cc,10.131.71.81,222007,222007,1M,Layer3,,1,1
GT,Motorola Corporation,SBV5121,SBV5121-17.7.3-SCM-10-SHPC,001c11fec1f6,10.161.118.223,467715,1120026,10M,Layer3,WEP,1,1
GT,Motorola Corporation,SBV5121,SBV5121-17.7.3-SCM-10-SHPC,001c11ff2544,127.0.0.1,224172,224172,2M,Layer3,,1,1
GT,Motorola Corporation,SBV5121,SBV5121-17.7.3-SCM-10-SHPC,001c11ff297c,10.151.82.229,729235,729235,5M,Layer3,,1,1
GT,Motorola Corporation,SBV5121,SBV5121-17.7.3-SCM-10-SHPC,001c11ff7566,10.161.120.147,475986,1120056,8M,Layer3,WPA,1,1
GT,Motorola Corporation,SBV5121,SBV5121-17.7.3-SCM-10-SHPC,001c11ff8196,10.129.66.30,228015,228015,10M,Layer2,,1,1
GT,Kaonmedia,CG2001-AN21V,1.1.4,001c7b248541,10.129.72.15,729270,729270,512K,Layer3,,0,0
GT,VEEX,CXE,87.8.2.354.012beta001,001c7b67c247,10.161.125.193,729246,729246,512K,Layer3,,0,0
GT,Thomson,DWG855,ST80.30.06,001e69900643,10.153.69.128,237360,237360,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990069e,10.158.127.116,260705,1111449,OnlyVoice,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e699006c1,10.152.83.253,280854,1160859,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69900803,10.138.100.116,220708,1180119,10M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990089d,10.164.102.217,430081,1353493,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990098b,10.152.75.180,1509660,1160530,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e699009ae,10.161.89.181,1506667,1110352,8M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e699009c3,10.159.95.82,1506142,1140006,5M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,001e69900a6b,10.141.106.112,1504932,1190076,2M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69900a72,10.141.71.190,451414,451414,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69900b21,10.135.78.144,223293,223293,1M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69900b67,10.129.71.142,1504446,1110334,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e69900bb4,10.158.114.154,1506130,1110347,15M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69900bd0,10.157.121.40,1507282,1150668,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69900c40,10.141.124.130,1509768,1190092,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69900ca9,10.152.64.114,206497,206497,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69900cda,10.157.125.8,1501140,1150569,10M,Layer3,WPA,1,1
GT,No Marca,No Modelo,ST80.30.06,001e69900cf6,10.135.106.227,228159,228159,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69900d2e,10.162.95.12,1502644,1130311,OnlyVoice,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e69900de4,10.150.111.59,498686,1150541,10M,Layer3,WPA,1,1
GT,Kaonmedia,CG2200-ED52J,1.1.3,001e69900e38,10.162.124.242,242762,242762,10M,Layer3,WEP,1,1
GT,No Marca,No Modelo,ST80.30.06,001e69900f11,10.155.119.87,491199,1160366,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69900f8f,10.135.96.242,493413,1150461,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69900f9d,10.165.121.227,497897,1160448,8M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990104c,10.162.77.44,498044,1130249,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69901084,10.152.97.150,499132,1160013,10M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,001e699010bc,10.139.68.29,223851,223851,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990114f,10.150.107.205,228297,228297,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69901164,10.159.91.44,253204,1141016,20M_5M,Layer3,WPA,1,1
GT,No Marca,No Modelo,ST80.30.06,001e69901187,10.141.65.22,1507457,1190085,10M,Layer3,,1,1
GT,No Marca,No Modelo,ST80.30.06,001e69901187,10.141.65.22,1507457,1190085,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e699011d4,10.141.73.2,1501325,1190068,1M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69901205,10.141.117.102,1501770,1190071,2M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69901252,10.150.81.210,498325,498325,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69901259,10.161.99.64,210743,210743,10M,Layer3,,1,1
GT,No Marca,No Modelo,ST80.30.06,001e6990126e,10.162.127.27,1504792,1130358,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e699012b4,10.162.90.5,1502990,1130355,8M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69901301,10.161.69.189,1509121,1110371,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69901332,10.131.103.12,236660,1140632,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e699013e1,10.147.75.33,479116,1150310,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,1.1.3,001e699014c8,10.152.73.212,478192,1160319,10M,Layer3,,0,1
GT,Thomson,DWG855,ST80.30.06,001e699014dd,10.135.92.249,223578,223578,8M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69901515,10.161.82.249,1507426,1120168,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69901554,10.159.126.54,1506283,1140562,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e699015bd,10.147.78.146,1509260,1150719,3M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e69901618,10.139.118.215,216084,216084,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69901673,10.164.97.60,1508942,1170484,10M,Layer3,WEP,1,1
GT,No Marca,No Modelo,ST80.30.06,001e699016c7,10.157.123.121,1509137,1150704,3M,Layer3,,1,1
GT,Kaonmedia,CG2200-ED52J,1.1.3,001e699016ce,10.147.73.5,225533,225533,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e699017ae,10.141.73.20,236883,1190098,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69901895,10.159.78.12,1504057,1140244,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e699018a3,10.152.101.133,228018,1160377,3M,Layer3,WPA,1,1
GT,No Marca,No Modelo,ST80.30.06,001e699018c6,10.152.118.171,1506169,1160108,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69901936,10.157.123.38,1503914,1110331,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e69901960,10.161.98.159,1503945,1120131,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69901967,10.131.117.65,1504593,1140536,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e699019bb,10.152.103.232,1508094,1160480,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69901a7f,10.162.68.7,497349,1130244,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69901b7b,10.159.118.79,1509530,1140646,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69901c3f,10.135.107.236,729191,729191,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69901d96,10.161.104.137,499886,1120007,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69901ddc,10.155.119.199,1500183,1140259,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69901e4c,10.158.117.125,499537,1110018,512K,Layer3,WPA,0,0
GT,No Marca,No Modelo,ST80.30.06,001e69901e8b,10.147.106.116,1501018,1150567,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69901eb5,10.147.125.112,1504351,1504351,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69901f3a,10.162.76.104,499601,1130273,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69901f95,10.131.82.61,1501260,1140500,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69901fb1,10.161.108.203,1500499,1130327,5M,Layer3,WPA,1,1
GT,Technicolor,CGA0112,CGA0112D-P15-5-A000-c7400r5714-190927-CCA,001e69902005,10.132.66.224,494239,1130192,1M,Layer3,WPA,0,1
GT,Thomson,DWG855,ST80.30.06,001e6990209f,10.158.72.2,498896,1170459,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e699020ad,10.135.112.198,212563,212563,2M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,001e69902124,127.0.0.1,227726,227726,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990212b,10.162.109.107,495208,1130219,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990216a,10.152.71.11,215519,215519,1M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990218d,10.135.127.151,236403,1150283,3M,Layer3,WPA,1,1
GT,No Marca,No Modelo,ST80.30.06,001e69902204,10.152.80.151,493848,1160406,OnlyVoice,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990220b,10.152.88.138,491704,1160378,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69902282,10.162.65.119,1505651,1130349,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69902323,10.129.64.8,1509219,1110379,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e699023af,10.138.125.201,236939,1180095,4M,Layer3,WPA,1,1
GT,No Marca,No Modelo,ST80.30.06,001e6990241f,10.135.93.214,1506349,1150655,8M,Layer3,,1,1
GT,Technicolor,DPC3928SL2,D3928SL2-P15-13-A386-c3420r55105-180206a-CCA,001e699024ce,10.159.65.209,209673,1140395,,,,1,1
GT,Thomson,DWG855,ST80.30.06,001e699024e3,10.159.112.53,493396,1140410,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e699024ea,10.152.124.104,493694,1160429,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69902522,10.152.99.53,497159,1160440,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69902576,10.157.124.196,496690,1150511,8M,Layer3,WPA,1,1
GT,Technicolor,TC7300.B0M,STFA.30.01,001e6990268e,127.0.0.1,237175,1150790,3M,Layer3,WPA,0,1
GT,Thomson,DWG855,ST80.30.06,001e699026b1,10.165.87.40,224755,224755,20M_5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69902728,10.135.126.140,226813,226813,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69902752,10.157.99.197,492340,1150441,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e699027c9,10.152.100.24,1511227,1161231,OnlyVoice,,WEP,1,1
GT,No Marca,No Modelo,ST80.30.06,001e69902801,10.165.98.116,491167,1160361,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e699028cc,10.161.100.10,236459,1120183,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69902904,10.159.69.155,1505707,729222,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69902927,10.158.89.118,1506127,1110345,1M,Layer3,WPA,1,1
GT,Kaonmedia,CG2200-ED52J,1.1.3,001e6990293c,10.139.120.178,202318,202318,3M,Layer3,WPA2,1,1
GT,Technicolor,DPC3928SL2,D3928SL2-P15-13-A386-c3420r55105-180206a-CCA,001e69902958,127.0.0.1,228854,228854,8M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e699029a5,10.135.108.54,490870,1150421,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e69902a0e,10.158.120.234,492837,1110250,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69902a1c,10.132.76.122,228883,228883,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69902a23,10.159.84.217,454811,1140027,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69902a46,10.158.104.63,236871,1110397,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69902a4d,10.129.88.186,1509887,1110399,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69902a9a,10.131.90.38,236782,1140675,3M,Layer3,WPA,1,1
GT,No Marca,No Modelo,ST80.30.06,001e69902ad2,10.135.115.130,490375,1150384,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69902afc,10.162.80.221,228732,228732,5M,Layer3,WPA,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,001e69902b34,10.162.109.107,210594,1130128,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69902b42,10.151.127.204,247155,1230519,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e69902ba4,10.132.112.51,492132,1130171,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69902bdc,10.133.123.212,408221,1354125,8M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69902c53,10.162.100.229,493984,1130189,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69902c99,10.135.64.43,490668,1150393,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69902cc3,10.135.68.51,490490,1150413,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69902ced,10.135.77.126,237378,1150799,10M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,001e69902d10,10.147.95.139,236708,1150758,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69902d3a,10.158.72.104,412749,412749,5M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e69902d87,10.157.98.83,226299,226299,10M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,001e69902df0,10.157.124.251,490339,1150336,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e69902e28,10.129.90.163,226538,226538,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69902fb7,127.0.0.1,491041,1130163,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69902fd3,10.157.125.75,490000,1150334,10M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,001e699030c1,10.158.86.140,228480,1110348,2M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e699030c1,10.158.86.140,228480,1110348,2M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990319a,10.129.90.251,202673,202673,5M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e699031d2,10.135.82.106,227730,227730,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990323b,10.161.83.83,227983,1120001,3M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e699032ab,10.134.94.194,219771,219771,3M,Layer3,,0,0
GT,Thomson,DWG855,ST80.30.06,001e69903314,10.159.114.9,729196,729196,2M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e699033e6,10.159.65.193,495803,495803,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990345d,10.158.126.206,1508275,1110362,10M,Layer3,,1,1
GT,No Marca,No Modelo,ST80.30.06,001e69903487,10.161.95.106,476743,1120064,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69903505,10.131.120.226,479234,1140351,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990352f,10.135.111.120,226484,226484,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990356e,10.139.69.1,1509151,1170495,15M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e699035e5,10.147.80.228,237004,1150772,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e699035f3,10.157.87.34,236810,1150751,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e699036e1,10.133.73.35,729211,729211,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69903735,10.161.106.63,495601,1120186,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990377b,10.133.98.24,372003,1142301,11M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e699037a5,10.131.87.118,1506601,1140676,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69903815,10.135.121.31,1502995,1150587,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990389a,127.0.0.1,494690,1140432,8M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e699039b2,10.162.87.82,225136,1130130,3M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e699039f1,10.162.121.185,1501747,1130302,5M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,001e69903a6f,10.135.109.88,226565,226565,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69903a7d,10.135.105.202,226626,226626,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69903ab5,10.157.111.17,490013,1150302,5M,Layer3,WPA,1,1
GT,No Marca,No Modelo,ST80.30.06,001e69903abc,10.157.123.137,479992,1150341,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69903b2c,10.164.100.26,468471,1170409,8M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69903b4f,10.164.91.157,478431,1170382,3M,Layer3,WPA2,1,1
GT,No Marca,No Modelo,ST80.30.06,001e69903b80,10.164.120.97,452360,452360,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69903b87,10.159.82.25,492122,1140387,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69903cb4,10.150.99.146,729204,729204,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69903d0f,10.137.76.243,492269,1200104,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69903d32,10.137.125.95,495894,1200001,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69903d5c,10.161.95.193,227905,1120112,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69903d71,10.132.118.129,259791,1131133,5M,Layer2,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69903dd3,10.152.79.199,216454,1140374,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69903def,10.158.122.230,1506172,1110350,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69903e3c,10.159.88.199,492114,1140382,7M,Layer3,WPA,1,1
GT,No Marca,No Modelo,D3928SL2-P15-13-A386-c3420r55105-170503a-CCA,001e69903e7b,10.135.83.41,226913,226913,,,,1,8
GT,Thomson,DWG855,ST80.30.06,001e69903ec1,10.164.68.56,220747,220747,7M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69903f0e,10.158.116.47,494352,1110267,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69903f69,10.152.93.126,363100,1168564,5M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e69904034,10.152.80.98,393815,393815,1M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990406c,10.152.98.124,490516,1160352,10M,Layer3,WPA,1,1
GT,No Marca,No Modelo,ST80.30.06,001e69904073,10.152.102.33,479325,1160358,10M,Layer3,,1,1
GT,No Marca,No Modelo,ST80.30.06,001e699040f8,10.150.116.228,495556,495556,5M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e69904130,10.164.109.255,491584,1170413,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990424f,127.0.0.1,215488,215488,5M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990426b,10.159.119.151,359167,1148198,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69904272,10.135.68.105,494872,1150480,8M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69904280,10.157.115.185,212848,212848,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e699042aa,10.147.124.49,227506,227506,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69904305,10.135.78.187,491604,1150382,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69904455,10.157.124.207,492364,1150423,15M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990449b,10.146.43.57,0000362724,0001362037,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990456d,10.164.117.116,493395,1170435,7M,Layer3,WPA,1,1
GT,Technicolor,TC7110.02,STD3.30.02,001e69904582,10.150.126.115,240158,240158,5M,Layer3,WPA,1,1
GT,No Marca,No Modelo,ST80.30.06,001e69904670,10.164.88.2,215933,215933,5M,Layer3,,0,0
GT,Thomson,DWG855,ST80.30.06,001e699046b6,10.150.119.215,729210,729210,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69904749,10.135.118.47,208323,208323,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69904757,10.164.76.26,492115,1170415,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e699047b2,10.164.111.9,228718,228718,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e699047c7,10.139.100.212,228708,228708,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69904806,10.131.106.51,1503792,1140523,5M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990481b,10.140.84.135,228416,228416,1M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69904822,10.159.94.153,1507694,1140608,10M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,001e699048d1,10.141.65.144,208227,208227,4M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e699048d8,10.141.71.111,239180,1190105,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e699048ed,10.141.98.31,229640,1190104,8M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990499c,10.157.99.133,1506066,1150648,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990499c,10.157.99.133,1506066,1150648,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e699049d4,10.157.102.163,1507314,1150670,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e699049db,10.135.115.156,1507487,1150676,2M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e699049f0,10.157.84.37,1505620,1150649,2M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e69904a21,10.164.89.75,1506019,1170259,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69904a28,10.139.86.36,1506699,1170282,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69904a91,10.157.122.220,1504513,1150605,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69904b32,10.158.104.64,228325,228325,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69904b4e,10.133.114.75,1549151,1390468,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69904c20,127.0.0.1,729201,729201,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69904c6d,10.152.75.241,1509504,1160522,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69904c82,10.152.110.103,1509693,1160528,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69904d46,10.152.116.86,1508961,1160514,8M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69904d77,10.165.65.175,1505245,1160494,10M,Layer3,WPA,1,1
