pais,marca,modelo,firmware,mac_cm,cm_ip,cliente,virtual,velocidad,capa,seguridad,srvstat,srvrealstat
GT,Thomson,DWG855,ST80.30.06,0024d1b8f7ed,10.133.104.151,1700342,1354223,15M_4M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f7f4,10.139.67.54,1517737,1173369,OnlyVoice,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f809,10.139.91.235,1517867,1173439,3M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f879,10.147.66.242,1519269,1153236,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f895,10.164.124.78,1510514,1172071,20M_5M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f8c6,10.139.114.98,1517467,1173248,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f8cd,10.139.122.60,1517497,1173257,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f8e2,10.139.110.254,1518204,1173604,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f8f7,10.139.73.255,1517559,1173274,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f936,10.139.92.3,1517670,1173358,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f944,10.139.114.89,1517631,1173330,8M,Layer3,WPA2,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b8f998,10.152.109.40,1510346,1161145,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8fa32,10.152.97.31,1515693,1161230,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8fa40,10.135.103.177,240586,1152830,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8fa4e,127.0.0.1,235340,235340,2M,Layer3,,0,0
GT,Thomson,DWG855,ST80.30.06,0024d1b8fa5c,10.135.87.111,235264,235264,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8fab7,10.147.125.146,1515031,1152808,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8fae1,10.165.88.234,437900,1161214,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8fb7b,10.135.103.237,1558364,1151764,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8fc0e,10.139.112.84,1518091,1173543,10M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8fc2a,10.139.113.53,1518106,1173550,10M,Layer3,WPA,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b8fc69,10.139.119.215,1517807,1173423,3M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8fca1,10.139.78.42,1517565,1173303,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8fccb,10.139.72.105,1517643,1173363,5M,Layer3,,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b8fcd2,10.139.114.97,1518245,1173645,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8fcd9,10.158.97.12,1517779,1111260,5M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8fce7,10.139.124.227,1518221,1173689,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8fcfc,10.164.108.204,1517833,1173406,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8fd34,10.158.74.218,1517154,1111270,3M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8fd8f,10.139.76.229,1517619,1173309,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8fddc,10.139.104.61,1517644,1173347,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8fdf1,10.147.74.27,272033,1306607,512K,Layer2,WPA,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b8fe84,10.139.90.21,1519394,1172665,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8fec3,10.164.119.225,1519233,1170050,,,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8feca,10.152.74.243,464664,1160100,OnlyVoice,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8fedf,10.158.124.223,1519056,1110839,15M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8feed,10.139.72.107,1518945,1173913,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8ff10,10.165.117.211,1518917,1161380,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8ff33,10.157.123.147,1519219,1150597,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8ff41,10.150.124.92,1518177,1100347,8M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8ff64,10.135.64.239,1518079,1173691,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8ff79,10.133.68.218,1519094,1173923,15M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8ff87,10.164.93.221,1518953,1173907,5M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8ff8e,10.164.108.213,1517009,1173805,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8ff95,10.164.110.141,465975,1171123,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8ff9c,10.158.101.46,1518963,1111330,2M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8ffe2,10.154.115.83,1518304,1173616,OnlyVoice,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b90036,10.147.103.154,235699,235699,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9008a,10.157.78.14,1515199,1152771,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b900d0,10.149.68.165,231196,231196,1M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b90139,10.159.97.69,455063,1140013,8M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b901d3,10.147.122.99,1515583,1151148,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b901da,10.165.101.146,422624,1161194,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b90227,10.135.104.135,1515118,1152713,1M,Layer3,WPA,0,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b9022e,10.135.121.96,1514595,1152680,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9023c,10.147.66.22,1515387,1152769,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9026d,10.157.99.175,1516169,1152877,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b90297,10.152.111.72,247394,1161274,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b902c8,10.165.78.140,1516146,1161267,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b90354,10.149.78.125,1515920,1152846,512K,Layer3,WPA,0,0
GT,Thomson,DWG855,ST80.30.06,0024d1b903c4,10.135.105.215,1516047,1152863,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b90418,10.165.82.179,372959,1169122,10M,Layer3,WPA,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b9041f,10.152.89.151,1516205,1152881,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b90442,10.135.98.204,1516333,1152897,OnlyVoice,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b904a4,10.137.124.95,235257,1200033,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b904ab,10.137.116.250,1516093,1200252,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b904dc,10.153.91.141,1515605,1190244,15M_4M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9050d,10.141.95.116,1524295,1190535,512K,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9053e,10.153.84.99,1515854,1190275,8M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b905b5,10.141.95.38,235765,235765,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b90633,10.153.90.202,1516629,1200288,2M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9074b,10.157.111.177,1517468,1153029,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b907ad,10.147.107.208,1516121,1150705,8M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b907bb,10.159.66.12,1517354,1141704,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b90801,10.157.102.22,1517711,1153057,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b90839,10.159.99.218,1517713,1141707,15M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9085c,10.131.81.7,1518360,1173728,OnlyVoice,,WEP,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b9092e,10.139.94.16,1518043,1173492,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9096d,10.139.119.249,1518104,1173558,OnlyVoice,,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b909dd,10.162.64.50,1517081,1131710,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b909e4,10.139.81.182,1518379,1173943,OnlyVoice,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b90a3f,10.139.86.129,1518086,1173509,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b90a62,10.137.67.47,370205,1200425,10M,Layer3,WPA,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b90b81,10.139.115.174,1517228,1171142,3M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b90c06,10.158.84.68,1517532,1111286,10M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b90c22,10.139.124.16,1517587,1173285,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b90c3e,10.139.126.42,1517259,1517259,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b90ca0,10.164.75.138,1518599,1173436,3M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b90cb5,10.138.123.104,1516752,1180442,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b90cd8,10.162.84.116,1517244,1130896,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b90d1e,10.139.104.30,475697,1173235,5M,Layer3,WPA,1,1
GT,Technicolor,DPC3928SL2,D3928SL2-P15-13-A386-c3420r55105-180206a-CCA,0024d1b90d4f,10.132.102.206,1516068,1131620,,,,0,1
GT,Thomson,DWG855,ST80.30.06,0024d1b90e2f,10.152.120.125,299428,1178617,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b90e52,10.133.83.116,1516372,1173143,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b90e67,10.164.117.33,250427,1173070,5M,Layer2,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b90ed7,127.0.0.1,224606,1147531,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b90f24,127.0.0.1,236145,236145,512K,Layer3,,0,0
GT,Thomson,DWG855,ST80.30.06,0024d1b90fef,10.164.76.147,1515280,1172900,10M,Layer3,WPA,0,0
GT,Thomson,DWG855,ST80.30.06,0024d1b90ffd,10.165.77.31,1512405,1173010,,,,1,0
GT,Thomson,DWG855,ST80.30.06,0024d1b91035,10.147.85.83,239787,1152860,10M,Layer3,WPA,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b9107b,10.157.125.27,1514636,1152649,3M,Layer3,WPA,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b910f2,10.139.87.198,1514584,1171559,10M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9113f,10.158.81.130,246073,246073,10M,Layer3,,0,0
GT,Thomson,DWG855,ST80.30.06,0024d1b91154,10.161.69.109,394683,1121089,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9115b,10.152.81.25,1515160,1161199,2M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b91170,127.0.0.1,1152783,474757,1M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b91242,10.135.76.213,1516182,1152874,5M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9128f,10.159.119.213,236152,236152,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b912c0,10.147.106.41,1515985,1152930,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9133e,10.157.97.150,1516446,1516446,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b93fd0,10.152.65.195,246912,1160696,8M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b94016,10.149.69.101,235312,235312,8M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b94047,10.135.120.100,1513756,1152428,3M,Layer3,WPA,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b94078,10.157.86.123,418764,1152465,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b940da,10.147.94.29,268620,1155874,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b940fd,10.149.67.108,250896,1151980,7M_2M,Layer3,WPA,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,0024d1b9413c,10.161.107.245,482460,23691815,6M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b94151,10.159.126.62,456194,1140073,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b96729,10.135.126.83,234542,234542,512K,Layer3,,0,0
GT,Thomson,DWG855,ST80.30.06,0024d1b96799,10.154.86.152,383138,383138,5M,Layer3,,0,0
GT,Thomson,DWG855,ST80.30.06,0024d1b967df,10.162.123.63,1514141,1140342,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9681e,10.150.84.116,1509483,1131425,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b96848,10.162.97.250,1513098,1131372,10M,Layer3,WPA,0,0
GT,No Marca,No Modelo,ST80.30.06,0024d1b9688e,10.135.126.73,234742,234742,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b968f7,10.132.84.108,1513795,1131420,10M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b96913,10.159.119.45,419129,1140160,,,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b96b5f,10.135.118.192,1514100,1152511,2M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b96b7b,10.133.112.152,301017,1179640,20M_5M,Layer3,WPA,0,0
GT,No Marca,No Modelo,ST80.30.06,0024d1b96b9e,10.147.75.105,216903,216903,5M,Layer3,,0,0
GT,Thomson,DWG855,D3928SL2-P15-13-A386-c3420r55105-180206a-CCA,0024d1b96bc8,10.164.65.198,1513070,1172541,10M,Layer3,WEP,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b96bd6,10.164.81.181,1513083,1172529,3M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b96bf9,10.133.110.214,297779,1351010,4M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b96caf,10.152.113.253,1514868,1161170,5M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b96d2d,10.162.81.30,234248,1131474,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b96d6c,10.131.109.127,1514867,1141555,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b978be,10.139.86.182,1513592,1172522,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b97904,10.140.98.204,241680,1172807,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b97920,10.139.104.94,1513963,1172705,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9792e,10.140.88.216,1513762,1172675,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b97974,10.135.95.24,1513861,1152473,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b979b3,10.150.106.53,1513382,1100273,8M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b97a1c,10.139.85.208,1513659,1172658,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b97a7e,10.139.99.95,1513369,1172598,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b97cd8,10.159.94.171,1514444,1140209,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b97ced,10.131.72.220,446679,1141534,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b97d33,10.162.110.203,235166,235166,3M,Layer3,,0,0
GT,Thomson,DWG855,ST80.30.06,0024d1b97d41,10.162.69.208,1514472,1131463,7M,Layer3,WPA,1,1
GT,Kaonmedia,CG2200-ED52J,1.1.3,0024d1b97d72,10.152.85.48,1161129,211109,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b97d79,127.0.0.1,1160001,455827,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b97db8,10.162.92.93,1512013,1131469,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b97df0,10.129.91.135,234269,234269,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b97e4b,10.131.100.41,1513168,1141394,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b97e6e,10.162.94.118,1514095,1131436,3M,Layer3,WEP,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b97ead,10.135.84.188,1513568,1152363,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b97f01,10.161.91.23,1514278,1120050,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b97f39,10.129.87.153,1513883,1111131,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b98004,10.164.70.132,1514116,1172731,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9800b,127.0.0.1,234801,234801,1M,Layer3,,0,0
GT,Thomson,DWG855,ST80.30.06,0024d1b9802e,10.147.70.111,212869,212869,5M,Layer3,,0,0
GT,Thomson,DWG855,ST80.30.06,0024d1b98043,10.149.69.156,1514249,1152535,3M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b98082,10.157.126.3,1514041,1152505,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b980f2,10.158.105.97,1514219,1111141,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9836f,10.165.78.172,1528999,1162587,2M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b983b5,127.0.0.1,1515468,1173077,8M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b983c3,10.165.119.143,216135,216135,4M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b983d8,10.165.88.230,1513995,1161127,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b983df,10.161.79.44,1512330,1120544,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b98402,10.164.86.41,338141,1170185,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b98448,10.149.80.244,269036,1155914,4M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b984a3,10.149.68.199,235218,235218,8M,Layer3,WPA,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,0024d1b984aa,127.0.0.1,246262,1152671,10M,Layer3,WEP,0,1
GT,Thomson,DWG855,ST80.30.06,0024d1b98544,10.135.67.26,233151,233151,2M,Layer3,,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b98560,10.159.91.151,1514627,1141544,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b98567,10.152.116.112,294120,1163975,2M,Layer2,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9856e,10.162.77.79,1514456,1131456,5M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b98575,10.132.115.24,1514218,1131448,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9ecca,10.165.123.44,1514847,1161164,5M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9eced,10.135.126.150,233639,233639,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9ed09,10.165.67.202,1515304,1161198,OnlyVoice,Layer2,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9ed2c,10.152.108.228,1514230,1161204,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9ed5d,10.135.111.32,1514987,1514987,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9ee36,10.152.73.172,1514685,1161183,3M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9ee75,10.139.68.106,1514888,1172857,5M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9ee7c,10.164.80.104,1514892,1172849,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9eeb4,10.157.67.169,1514834,1152673,15M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9eebb,10.135.104.230,1514930,1152748,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9eec9,10.135.102.128,1515225,1152744,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9eed7,10.135.116.230,1514362,1152700,5M,Layer3,WPA,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b9ef08,10.152.91.216,497358,1160442,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9ef2b,10.164.98.162,1514903,1172766,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9ef4e,10.139.113.86,1515198,1172903,10M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9ef63,10.139.117.183,206644,1172880,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9efbe,10.158.73.90,235970,235970,5M,Layer3,,0,0
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,0024d1b9f035,10.139.114.178,1516798,1172694,10M,Layer3,WPA2,0,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9f05f,10.132.122.235,259534,1131510,10M,Layer3,WPA,1,1
GT,Kaonmedia,CG2200-ED52J,1.1.3,0024d1b9f082,10.162.120.14,235205,235205,512K,Layer3,,0,0
GT,Thomson,DWG855,ST80.30.06,0024d1b9f090,10.132.74.72,1514422,1131487,5M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9f097,10.132.110.134,1514782,1131488,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9f13f,10.159.123.164,1514895,1141569,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9f17e,10.149.79.97,473873,1152639,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9f1d9,10.147.88.182,1515293,1152743,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9f250,10.162.73.167,450416,1131471,3M,Layer3,WEP,1,1
GT,Technicolor,CGA0112,CGA0112D-P15-5-A000-c7400r5714-190927-CCA,0024d1b9f25e,10.131.127.14,235336,235336,3M,Layer3,,0,0
GT,Thomson,DWG855,ST80.30.06,0024d1b9f288,10.135.76.198,1514773,1514773,3M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b9f2e3,10.131.80.88,1514953,1514953,10M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1bb0d6e,10.143.115.87,264598,1240389,2M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1bb0d8a,10.143.117.83,265282,1240399,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1bb1000,10.137.77.76,461161,729233,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1bb1007,10.153.91.72,298901,298901,10M,Layer2,,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1bb10a1,10.141.78.74,261360,1190355,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1bb10d9,10.141.114.226,466237,466237,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1bb10e0,10.138.117.173,252742,1180256,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1bb10fc,10.138.127.182,217048,217048,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1bb113b,10.138.116.6,464577,1180006,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1bb1150,10.138.124.208,257818,1180587,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1bb115e,10.138.114.173,262954,1180659,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1bb1229,10.143.117.227,267672,1240162,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1bb127d,10.161.121.64,260737,1120659,15M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1bb12f4,10.147.120.43,223872,223872,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1bb12fb,10.162.126.242,1519821,1131844,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1bb1302,10.162.64.67,1518355,1131822,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1bb1310,127.0.0.1,1519959,1120687,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1bb1348,10.164.70.101,454580,1170021,3M,Layer3,WPA,1,1
